,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,total acidity,sulphates_squared,citric_acid_ratio,sugar_acid_diff,Quality
1005,6.8,0.36,0.32,1.8,0.067,4.0,8.0,0.9928,3.36,0.55,12.8,7.16,0.30250000000000005,0.047058823529411764,-5.0,7
1006,9.1,0.29,0.33,2.05,0.063,13.0,27.0,0.99516,3.26,0.84,11.7,9.389999999999999,0.7055999999999999,0.03626373626373627,-7.05,7
1007,9.1,0.3,0.34,2.0,0.064,12.0,25.0,0.99516,3.26,0.84,11.7,9.4,0.7055999999999999,0.03736263736263737,-7.1,7
1008,8.9,0.35,0.4,3.6,0.11,12.0,24.0,0.99549,3.23,0.7,12.0,9.25,0.48999999999999994,0.0449438202247191,-5.300000000000001,7
1009,9.6,0.5,0.36,2.8,0.1159999999999999,26.0,55.0,0.99722,3.18,0.68,10.9,10.1,0.4624000000000001,0.0375,-6.8,5
1010,8.9,0.28,0.45,1.7,0.067,7.0,12.0,0.99354,3.25,0.55,12.3,9.18,0.30250000000000005,0.05056179775280899,-7.2,7
1011,8.9,0.32,0.31,2.0,0.088,12.0,19.0,0.9957,3.17,0.55,10.4,9.22,0.30250000000000005,0.0348314606741573,-6.9,6
1012,7.7,1.005,0.15,2.1,0.102,11.0,32.0,0.99604,3.23,0.48,10.0,8.705,0.2304,0.01948051948051948,-5.6,5
1013,7.5,0.71,0.0,1.6,0.092,22.0,31.0,0.99635,3.38,0.58,10.0,8.21,0.3364,0.0,-5.9,6
1014,8.0,0.58,0.16,2.0,0.12,3.0,7.0,0.99454,3.22,0.58,11.2,8.58,0.3364,0.02,-6.0,6
1015,10.5,0.39,0.46,2.2,0.075,14.0,27.0,0.99598,3.06,0.84,11.4,10.89,0.7055999999999999,0.04380952380952381,-8.3,6
1016,8.9,0.38,0.4,2.2,0.068,12.0,28.0,0.99486,3.27,0.75,12.6,9.280000000000001,0.5625,0.0449438202247191,-6.7,7
1019,7.0,0.5,0.14,1.8,0.078,10.0,23.0,0.99636,3.53,0.61,10.4,7.5,0.3721,0.02,-5.2,5
1020,11.3,0.36,0.66,2.4,0.123,3.0,8.0,0.99642,3.2,0.53,11.9,11.66,0.28090000000000004,0.0584070796460177,-8.9,6
1021,11.3,0.36,0.66,2.4,0.123,3.0,8.0,0.99642,3.2,0.53,11.9,11.66,0.28090000000000004,0.0584070796460177,-8.9,6
1022,7.0,0.51,0.09,2.1,0.062,4.0,9.0,0.99584,3.35,0.54,10.5,7.51,0.2916,0.012857142857142857,-4.9,5
1023,8.2,0.32,0.42,2.3,0.098,3.0,9.0,0.99506,3.27,0.55,12.3,8.52,0.30250000000000005,0.051219512195121955,-5.8999999999999995,6
1024,7.7,0.58,0.01,1.8,0.088,12.0,18.0,0.99568,3.32,0.56,10.5,8.28,0.31360000000000005,0.0012987012987012987,-5.9,7
1025,8.6,0.83,0.0,2.8,0.095,17.0,43.0,0.99822,3.33,0.6,10.4,9.43,0.36,0.0,-5.8,6
1026,7.9,0.31,0.32,1.9,0.066,14.0,36.0,0.99364,3.41,0.56,12.6,8.21,0.31360000000000005,0.04050632911392405,-6.0,6
1027,6.4,0.795,0.0,2.2,0.065,28.0,52.0,0.99378,3.49,0.52,11.6,7.195,0.27040000000000003,0.0,-4.2,5
1028,7.2,0.34,0.21,2.5,0.075,41.0,68.0,0.99586,3.37,0.54,10.1,7.54,0.2916,0.029166666666666664,-4.7,6
1029,7.7,0.58,0.01,1.8,0.088,12.0,18.0,0.99568,3.32,0.56,10.5,8.28,0.31360000000000005,0.0012987012987012987,-5.9,7
1030,7.1,0.59,0.0,2.1,0.091,9.0,14.0,0.99488,3.42,0.55,11.5,7.6899999999999995,0.30250000000000005,0.0,-5.0,7
1031,7.3,0.55,0.01,1.8,0.093,9.0,15.0,0.99514,3.35,0.58,11.0,7.85,0.3364,0.0013698630136986301,-5.5,7
1032,8.1,0.82,0.0,4.1,0.095,5.0,14.0,0.99854,3.36,0.53,9.6,8.92,0.28090000000000004,0.0,-4.0,5
1033,7.5,0.57,0.08,2.6,0.089,14.0,27.0,0.99592,3.3,0.59,10.4,8.07,0.34809999999999997,0.010666666666666666,-4.9,6
1034,8.9,0.745,0.18,2.5,0.077,15.0,48.0,0.99739,3.2,0.47,9.7,9.645,0.22089999999999999,0.020224719101123594,-6.4,6
1035,10.1,0.37,0.34,2.4,0.085,5.0,17.0,0.99683,3.17,0.65,10.6,10.469999999999999,0.42250000000000004,0.033663366336633666,-7.699999999999999,7
1036,7.6,0.31,0.34,2.5,0.0819999999999999,26.0,35.0,0.99356,3.22,0.59,12.5,7.909999999999999,0.34809999999999997,0.044736842105263165,-5.1,7
1037,7.3,0.91,0.1,1.8,0.074,20.0,56.0,0.99672,3.35,0.56,9.2,8.209999999999999,0.31360000000000005,0.013698630136986302,-5.5,5
1038,8.7,0.41,0.41,6.2,0.078,25.0,42.0,0.9953,3.24,0.77,12.6,9.11,0.5929,0.047126436781609195,-2.499999999999999,7
1039,8.9,0.5,0.21,2.2,0.088,21.0,39.0,0.99692,3.33,0.83,11.1,9.4,0.6889,0.023595505617977526,-6.7,6
1040,7.4,0.965,0.0,2.2,0.088,16.0,32.0,0.99756,3.58,0.67,10.2,8.365,0.4489000000000001,0.0,-5.2,5
1041,6.9,0.49,0.19,1.7,0.079,13.0,26.0,0.99547,3.38,0.64,9.8,7.390000000000001,0.4096,0.02753623188405797,-5.2,6
1042,8.9,0.5,0.21,2.2,0.088,21.0,39.0,0.99692,3.33,0.83,11.1,9.4,0.6889,0.023595505617977526,-6.7,6
1044,6.4,0.39,0.33,3.3,0.046,12.0,53.0,0.99294,3.36,0.62,12.2,6.79,0.3844,0.0515625,-3.1000000000000005,6
1045,6.9,0.44,0.0,1.4,0.07,32.0,38.0,0.99438,3.32,0.58,11.4,7.340000000000001,0.3364,0.0,-5.5,6
1046,7.6,0.78,0.0,1.7,0.076,33.0,45.0,0.99612,3.31,0.62,10.7,8.379999999999999,0.3844,0.0,-5.8999999999999995,6
1047,7.1,0.43,0.17,1.8,0.0819999999999999,27.0,51.0,0.99634,3.49,0.64,10.4,7.529999999999999,0.4096,0.02394366197183099,-5.3,5
1048,9.3,0.49,0.36,1.7,0.081,3.0,14.0,0.99702,3.27,0.78,10.9,9.790000000000001,0.6084,0.038709677419354833,-7.6000000000000005,6
1049,9.3,0.5,0.36,1.8,0.084,6.0,17.0,0.99704,3.27,0.77,10.8,9.8,0.5929,0.038709677419354833,-7.500000000000001,6
1050,7.1,0.43,0.17,1.8,0.0819999999999999,27.0,51.0,0.99634,3.49,0.64,10.4,7.529999999999999,0.4096,0.02394366197183099,-5.3,5
1052,5.6,0.605,0.05,2.4,0.073,19.0,25.0,0.99258,3.56,0.55,12.9,6.205,0.30250000000000005,0.00892857142857143,-3.1999999999999997,5
1053,8.3,0.33,0.42,2.3,0.07,9.0,20.0,0.99426,3.38,0.77,12.7,8.63,0.5929,0.05060240963855421,-6.000000000000001,7
1054,8.2,0.64,0.27,2.0,0.095,5.0,77.0,0.99747,3.13,0.62,9.1,8.84,0.3844,0.03292682926829269,-6.199999999999999,6
1055,8.2,0.64,0.27,2.0,0.095,5.0,77.0,0.99747,3.13,0.62,9.1,8.84,0.3844,0.03292682926829269,-6.199999999999999,6
1056,8.9,0.48,0.53,4.0,0.1009999999999999,3.0,10.0,0.99586,3.21,0.59,12.1,9.38,0.34809999999999997,0.05955056179775281,-4.9,7
1057,7.6,0.42,0.25,3.9,0.104,28.0,90.0,0.99784,3.15,0.57,9.1,8.02,0.32489999999999997,0.03289473684210526,-3.6999999999999997,5
1058,9.9,0.53,0.57,2.4,0.093,30.0,52.0,0.9971,3.19,0.76,11.6,10.43,0.5776,0.05757575757575757,-7.5,7
1059,8.9,0.48,0.53,4.0,0.1009999999999999,3.0,10.0,0.99586,3.21,0.59,12.1,9.38,0.34809999999999997,0.05955056179775281,-4.9,7
1060,11.6,0.23,0.57,1.8,0.074,3.0,8.0,0.9981,3.14,0.7,9.9,11.83,0.48999999999999994,0.04913793103448275,-9.799999999999999,6
1061,9.1,0.4,0.5,1.8,0.071,7.0,16.0,0.99462,3.21,0.69,12.5,9.5,0.4760999999999999,0.054945054945054944,-7.3,8
1062,8.0,0.38,0.44,1.9,0.098,6.0,15.0,0.9956,3.3,0.64,11.4,8.38,0.4096,0.055,-6.1,6
1063,10.2,0.29,0.65,2.4,0.075,6.0,17.0,0.99565,3.22,0.63,11.8,10.489999999999998,0.39690000000000003,0.06372549019607844,-7.799999999999999,6
1064,8.2,0.74,0.09,2.0,0.067,5.0,10.0,0.99418,3.28,0.57,11.8,8.94,0.32489999999999997,0.010975609756097562,-6.199999999999999,6
1065,7.7,0.61,0.18,2.4,0.083,6.0,20.0,0.9963,3.29,0.6,10.2,8.31,0.36,0.023376623376623374,-5.300000000000001,6
1066,6.6,0.52,0.08,2.4,0.07,13.0,26.0,0.99358,3.4,0.72,12.5,7.119999999999999,0.5184,0.012121212121212123,-4.199999999999999,7
1067,11.1,0.31,0.53,2.2,0.06,3.0,10.0,0.99572,3.02,0.83,10.9,11.41,0.6889,0.04774774774774775,-8.899999999999999,7
1068,11.1,0.31,0.53,2.2,0.06,3.0,10.0,0.99572,3.02,0.83,10.9,11.41,0.6889,0.04774774774774775,-8.899999999999999,7
1069,8.0,0.62,0.35,2.8,0.086,28.0,52.0,0.997,3.31,0.62,10.8,8.62,0.3844,0.04375,-5.2,5
1070,9.3,0.33,0.45,1.5,0.057,19.0,37.0,0.99498,3.18,0.89,11.1,9.63,0.7921,0.04838709677419355,-7.800000000000001,7
1072,7.2,0.35,0.26,1.8,0.083,33.0,75.0,0.9968,3.4,0.58,9.5,7.55,0.3364,0.036111111111111115,-5.4,6
1073,8.0,0.62,0.33,2.7,0.088,16.0,37.0,0.9972,3.31,0.58,10.7,8.62,0.3364,0.04125,-5.3,6
1075,9.1,0.25,0.34,2.0,0.071,45.0,67.0,0.99769,3.44,0.86,10.2,9.35,0.7395999999999999,0.03736263736263737,-7.1,7
1076,9.9,0.32,0.56,2.0,0.073,3.0,8.0,0.99534,3.15,0.73,11.4,10.22,0.5328999999999999,0.05656565656565657,-7.9,6
1077,8.6,0.37,0.65,6.4,0.08,3.0,8.0,0.99817,3.27,0.58,11.0,8.969999999999999,0.3364,0.07558139534883722,-2.1999999999999993,5
1078,8.6,0.37,0.65,6.4,0.08,3.0,8.0,0.99817,3.27,0.58,11.0,8.969999999999999,0.3364,0.07558139534883722,-2.1999999999999993,5
1080,10.3,0.27,0.56,1.4,0.047,3.0,8.0,0.99471,3.16,0.51,11.8,10.57,0.2601,0.05436893203883495,-8.9,6
1082,7.2,0.38,0.3,1.8,0.073,31.0,70.0,0.99685,3.42,0.59,9.5,7.58,0.34809999999999997,0.041666666666666664,-5.4,6
1083,8.7,0.42,0.45,2.4,0.072,32.0,59.0,0.99617,3.33,0.77,12.0,9.12,0.5929,0.05172413793103449,-6.299999999999999,6
1084,7.2,0.38,0.3,1.8,0.073,31.0,70.0,0.99685,3.42,0.59,9.5,7.58,0.34809999999999997,0.041666666666666664,-5.4,6
1085,6.8,0.48,0.08,1.8,0.074,40.0,64.0,0.99529,3.12,0.49,9.6,7.279999999999999,0.24009999999999998,0.011764705882352941,-5.0,5
1086,8.5,0.34,0.4,4.7,0.055,3.0,9.0,0.99738,3.38,0.66,11.6,8.84,0.43560000000000004,0.047058823529411764,-3.8,7
1087,7.9,0.19,0.42,1.6,0.057,18.0,30.0,0.994,3.29,0.69,11.2,8.09,0.4760999999999999,0.053164556962025315,-6.300000000000001,6
1088,11.6,0.41,0.54,1.5,0.095,22.0,41.0,0.99735,3.02,0.76,9.9,12.01,0.5776,0.04655172413793104,-10.1,7
1089,11.6,0.41,0.54,1.5,0.095,22.0,41.0,0.99735,3.02,0.76,9.9,12.01,0.5776,0.04655172413793104,-10.1,7
1090,10.0,0.26,0.54,1.9,0.083,42.0,74.0,0.99451,2.98,0.63,11.8,10.26,0.39690000000000003,0.054000000000000006,-8.1,8
1091,7.9,0.34,0.42,2.0,0.086,8.0,19.0,0.99546,3.35,0.6,11.4,8.24,0.36,0.053164556962025315,-5.9,6
1092,7.0,0.54,0.09,2.0,0.081,10.0,16.0,0.99479,3.43,0.59,11.5,7.54,0.34809999999999997,0.012857142857142857,-5.0,6
1093,9.2,0.31,0.36,2.2,0.079,11.0,31.0,0.99615,3.33,0.86,12.0,9.51,0.7395999999999999,0.0391304347826087,-6.999999999999999,7
1094,6.6,0.725,0.09,5.5,0.1169999999999999,9.0,17.0,0.99655,3.35,0.49,10.8,7.324999999999999,0.24009999999999998,0.013636363636363637,-1.0999999999999996,6
1095,9.4,0.4,0.47,2.5,0.087,6.0,20.0,0.99772,3.15,0.5,10.5,9.8,0.25,0.049999999999999996,-6.9,5
1096,6.6,0.725,0.09,5.5,0.1169999999999999,9.0,17.0,0.99655,3.35,0.49,10.8,7.324999999999999,0.24009999999999998,0.013636363636363637,-1.0999999999999996,6
1097,8.6,0.52,0.38,1.5,0.096,5.0,18.0,0.99666,3.2,0.52,9.4,9.12,0.27040000000000003,0.044186046511627906,-7.1,5
1098,8.0,0.31,0.45,2.1,0.216,5.0,16.0,0.99358,3.15,0.81,12.5,8.31,0.6561000000000001,0.05625,-5.9,7
1099,8.6,0.52,0.38,1.5,0.096,5.0,18.0,0.99666,3.2,0.52,9.4,9.12,0.27040000000000003,0.044186046511627906,-7.1,5
1100,8.4,0.34,0.42,2.1,0.072,23.0,36.0,0.99392,3.11,0.78,12.4,8.74,0.6084,0.049999999999999996,-6.300000000000001,6
1101,7.4,0.49,0.27,2.1,0.071,14.0,25.0,0.99388,3.35,0.63,12.0,7.890000000000001,0.39690000000000003,0.03648648648648649,-5.300000000000001,6
1102,6.1,0.48,0.09,1.7,0.078,18.0,30.0,0.99402,3.45,0.54,11.2,6.58,0.2916,0.014754098360655738,-4.3999999999999995,6
1103,7.4,0.49,0.27,2.1,0.071,14.0,25.0,0.99388,3.35,0.63,12.0,7.890000000000001,0.39690000000000003,0.03648648648648649,-5.300000000000001,6
1104,8.0,0.48,0.34,2.2,0.073,16.0,25.0,0.9936,3.28,0.66,12.4,8.48,0.43560000000000004,0.0425,-5.8,6
1105,6.3,0.57,0.28,2.1,0.048,13.0,49.0,0.99374,3.41,0.6,12.8,6.87,0.36,0.04444444444444445,-4.199999999999999,5
1106,8.2,0.23,0.42,1.9,0.069,9.0,17.0,0.99376,3.21,0.54,12.3,8.43,0.2916,0.051219512195121955,-6.299999999999999,6
1107,9.1,0.3,0.41,2.0,0.068,10.0,24.0,0.99523,3.27,0.85,11.7,9.4,0.7224999999999999,0.045054945054945054,-7.1,7
1108,8.1,0.78,0.1,3.3,0.09,4.0,13.0,0.99855,3.36,0.49,9.5,8.879999999999999,0.24009999999999998,0.01234567901234568,-4.8,5
1109,10.8,0.47,0.43,2.1,0.171,27.0,66.0,0.9982,3.17,0.76,10.8,11.270000000000001,0.5776,0.03981481481481481,-8.700000000000001,6
1110,8.3,0.53,0.0,1.4,0.07,6.0,14.0,0.99593,3.25,0.64,10.0,8.83,0.4096,0.0,-6.9,6
1112,7.9,0.33,0.41,1.5,0.0559999999999999,6.0,35.0,0.99396,3.29,0.71,11.0,8.23,0.5041,0.05189873417721518,-6.4,6
1113,8.9,0.24,0.39,1.6,0.074,3.0,10.0,0.99698,3.12,0.59,9.5,9.14,0.34809999999999997,0.043820224719101124,-7.300000000000001,6
1115,7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,7.6899999999999995,0.36,0.01,-4.5,6
1116,7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,7.6899999999999995,0.36,0.01,-4.5,6
1117,7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,7.6899999999999995,0.36,0.01,-4.5,6
1118,7.1,0.39,0.12,2.1,0.065,14.0,24.0,0.99252,3.3,0.53,13.3,7.489999999999999,0.28090000000000004,0.016901408450704227,-5.0,6
1119,5.6,0.66,0.0,2.5,0.066,7.0,15.0,0.99256,3.52,0.58,12.9,6.26,0.3364,0.0,-3.0999999999999996,5
1120,7.9,0.54,0.34,2.5,0.076,8.0,17.0,0.99235,3.2,0.72,13.1,8.440000000000001,0.5184,0.043037974683544304,-5.4,8
1121,6.6,0.5,0.0,1.8,0.062,21.0,28.0,0.99352,3.44,0.55,12.3,7.1,0.30250000000000005,0.0,-4.8,6
1122,6.3,0.47,0.0,1.4,0.055,27.0,33.0,0.9922,3.45,0.48,12.3,6.77,0.2304,0.0,-4.9,6
1123,10.7,0.4,0.37,1.9,0.081,17.0,29.0,0.99674,3.12,0.65,11.2,11.1,0.42250000000000004,0.034579439252336454,-8.799999999999999,6
1124,6.5,0.58,0.0,2.2,0.096,3.0,13.0,0.99557,3.62,0.62,11.5,7.08,0.3844,0.0,-4.3,4
1125,8.8,0.24,0.35,1.7,0.055,13.0,27.0,0.99394,3.14,0.59,11.3,9.040000000000001,0.34809999999999997,0.039772727272727265,-7.1000000000000005,7
1126,5.8,0.29,0.26,1.7,0.063,3.0,11.0,0.9915,3.39,0.54,13.5,6.09,0.2916,0.04482758620689656,-4.1,6
1127,6.3,0.76,0.0,2.9,0.072,26.0,52.0,0.99379,3.51,0.6,11.5,7.06,0.36,0.0,-3.4,6
1128,10.0,0.43,0.33,2.7,0.095,28.0,89.0,0.9984,3.22,0.68,10.0,10.43,0.4624000000000001,0.033,-7.3,5
1129,10.5,0.43,0.35,3.3,0.092,24.0,70.0,0.99798,3.21,0.69,10.5,10.93,0.4760999999999999,0.03333333333333333,-7.2,6
1130,9.1,0.6,0.0,1.9,0.0579999999999999,5.0,10.0,0.9977,3.18,0.63,10.4,9.7,0.39690000000000003,0.0,-7.199999999999999,6
1132,7.4,0.36,0.34,1.8,0.075,18.0,38.0,0.9933,3.38,0.88,13.6,7.760000000000001,0.7744,0.04594594594594595,-5.6000000000000005,7
1133,7.2,0.48,0.07,5.5,0.089,10.0,18.0,0.99684,3.37,0.68,11.2,7.68,0.4624000000000001,0.009722222222222222,-1.7000000000000002,7
1134,8.5,0.28,0.35,1.7,0.061,6.0,15.0,0.99524,3.3,0.74,11.8,8.78,0.5476,0.041176470588235294,-6.8,7
1135,8.0,0.25,0.43,1.7,0.067,22.0,50.0,0.9946,3.38,0.6,11.9,8.25,0.36,0.05375,-6.3,6
1136,10.4,0.52,0.45,2.0,0.08,6.0,13.0,0.99774,3.22,0.76,11.4,10.92,0.5776,0.04326923076923077,-8.4,6
1137,10.4,0.52,0.45,2.0,0.08,6.0,13.0,0.99774,3.22,0.76,11.4,10.92,0.5776,0.04326923076923077,-8.4,6
1138,7.5,0.41,0.15,3.7,0.104,29.0,94.0,0.99786,3.14,0.58,9.1,7.91,0.3364,0.02,-3.8,5
1139,8.2,0.51,0.24,2.0,0.079,16.0,86.0,0.99764,3.34,0.64,9.5,8.709999999999999,0.4096,0.02926829268292683,-6.199999999999999,6
1140,7.3,0.4,0.3,1.7,0.08,33.0,79.0,0.9969,3.41,0.65,9.5,7.7,0.42250000000000004,0.0410958904109589,-5.6,6
1141,8.2,0.38,0.32,2.5,0.08,24.0,71.0,0.99624,3.27,0.85,11.0,8.58,0.7224999999999999,0.039024390243902446,-5.699999999999999,6
1142,6.9,0.45,0.11,2.4,0.043,6.0,12.0,0.99354,3.3,0.65,11.4,7.3500000000000005,0.42250000000000004,0.015942028985507246,-4.5,6
1143,7.0,0.22,0.3,1.8,0.065,16.0,20.0,0.99672,3.61,0.82,10.0,7.22,0.6723999999999999,0.04285714285714286,-5.2,6
1144,7.3,0.32,0.23,2.3,0.066,35.0,70.0,0.99588,3.43,0.62,10.1,7.62,0.3844,0.031506849315068496,-5.0,5
1145,8.2,0.2,0.43,2.5,0.076,31.0,51.0,0.99672,3.53,0.81,10.4,8.399999999999999,0.6561000000000001,0.05243902439024391,-5.699999999999999,6
1146,7.8,0.5,0.12,1.8,0.178,6.0,21.0,0.996,3.28,0.87,9.8,8.3,0.7569,0.015384615384615384,-6.0,6
1147,10.0,0.41,0.45,6.2,0.071,6.0,14.0,0.99702,3.21,0.49,11.8,10.41,0.24009999999999998,0.045,-3.8,7
1148,7.8,0.39,0.42,2.0,0.086,9.0,21.0,0.99526,3.39,0.66,11.6,8.19,0.43560000000000004,0.05384615384615384,-5.8,6
1149,10.0,0.35,0.47,2.0,0.061,6.0,11.0,0.99585,3.23,0.52,12.0,10.35,0.27040000000000003,0.047,-8.0,6
1150,8.2,0.33,0.32,2.8,0.067,4.0,12.0,0.99473,3.3,0.76,12.8,8.53,0.5776,0.039024390243902446,-5.3999999999999995,7
1151,6.1,0.58,0.23,2.5,0.044,16.0,70.0,0.99352,3.46,0.65,12.5,6.68,0.42250000000000004,0.03770491803278689,-3.5999999999999996,6
1152,8.3,0.6,0.25,2.2,0.118,9.0,38.0,0.99616,3.15,0.53,9.8,8.9,0.28090000000000004,0.03012048192771084,-6.1000000000000005,5
1153,9.6,0.42,0.35,2.1,0.083,17.0,38.0,0.99622,3.23,0.66,11.1,10.02,0.43560000000000004,0.036458333333333336,-7.5,6
1155,8.3,0.6,0.25,2.2,0.118,9.0,38.0,0.99616,3.15,0.53,9.8,8.9,0.28090000000000004,0.03012048192771084,-6.1000000000000005,5
1156,8.5,0.18,0.51,1.75,0.071,45.0,88.0,0.99524,3.33,0.76,11.8,8.68,0.5776,0.06,-6.75,7
1157,5.1,0.51,0.18,2.1,0.042,16.0,101.0,0.9924,3.46,0.87,12.9,5.609999999999999,0.7569,0.03529411764705882,-2.9999999999999996,7
1158,6.7,0.41,0.43,2.8,0.076,22.0,54.0,0.99572,3.42,1.16,10.6,7.11,1.3456,0.06417910447761194,-3.9000000000000004,6
1159,10.2,0.41,0.43,2.2,0.11,11.0,37.0,0.99728,3.16,0.67,10.8,10.61,0.4489000000000001,0.04215686274509804,-7.999999999999999,5
1160,10.6,0.36,0.57,2.3,0.087,6.0,20.0,0.99676,3.14,0.72,11.1,10.959999999999999,0.5184,0.05377358490566037,-8.3,7
1161,8.8,0.45,0.43,1.4,0.076,12.0,21.0,0.99551,3.21,0.75,10.2,9.25,0.5625,0.04886363636363636,-7.4,6
1162,8.5,0.32,0.42,2.3,0.075,12.0,19.0,0.99434,3.14,0.71,11.8,8.82,0.5041,0.04941176470588235,-6.2,7
1163,9.0,0.785,0.24,1.7,0.078,10.0,21.0,0.99692,3.29,0.67,10.0,9.785,0.4489000000000001,0.026666666666666665,-7.3,5
1164,9.0,0.785,0.24,1.7,0.078,10.0,21.0,0.99692,3.29,0.67,10.0,9.785,0.4489000000000001,0.026666666666666665,-7.3,5
1166,9.9,0.54,0.26,2.0,0.111,7.0,60.0,0.99709,2.94,0.98,10.2,10.440000000000001,0.9603999999999999,0.026262626262626262,-7.9,5
1167,8.2,0.33,0.39,2.5,0.074,29.0,48.0,0.99528,3.32,0.88,12.4,8.53,0.7744,0.047560975609756105,-5.699999999999999,7
1168,6.5,0.34,0.27,2.8,0.067,8.0,44.0,0.99384,3.21,0.56,12.0,6.84,0.31360000000000005,0.04153846153846154,-3.7,6
1169,7.6,0.5,0.29,2.3,0.086,5.0,14.0,0.99502,3.32,0.62,11.5,8.1,0.3844,0.038157894736842106,-5.3,6
1170,9.2,0.36,0.34,1.6,0.062,5.0,12.0,0.99667,3.2,0.67,10.5,9.559999999999999,0.4489000000000001,0.036956521739130443,-7.6,6
1171,7.1,0.59,0.0,2.2,0.078,26.0,44.0,0.99522,3.42,0.68,10.8,7.6899999999999995,0.4624000000000001,0.0,-4.8999999999999995,6
1172,9.7,0.42,0.46,2.1,0.074,5.0,16.0,0.99649,3.27,0.74,12.3,10.12,0.5476,0.04742268041237114,-7.6,6
1173,7.6,0.36,0.31,1.7,0.079,26.0,65.0,0.99716,3.46,0.62,9.5,7.96,0.3844,0.04078947368421053,-5.8999999999999995,6
1174,7.6,0.36,0.31,1.7,0.079,26.0,65.0,0.99716,3.46,0.62,9.5,7.96,0.3844,0.04078947368421053,-5.8999999999999995,6
1176,6.5,0.88,0.03,5.6,0.079,23.0,47.0,0.99572,3.58,0.5,11.2,7.38,0.25,0.004615384615384615,-0.9000000000000004,4
1177,7.1,0.66,0.0,2.4,0.052,6.0,11.0,0.99318,3.35,0.66,12.7,7.76,0.43560000000000004,0.0,-4.699999999999999,7
1178,5.6,0.915,0.0,2.1,0.0409999999999999,17.0,78.0,0.99346,3.68,0.73,11.4,6.515,0.5328999999999999,0.0,-3.4999999999999996,5
1179,8.2,0.35,0.33,2.4,0.076,11.0,47.0,0.99599,3.27,0.81,11.0,8.549999999999999,0.6561000000000001,0.0402439024390244,-5.799999999999999,6
1180,8.2,0.35,0.33,2.4,0.076,11.0,47.0,0.99599,3.27,0.81,11.0,8.549999999999999,0.6561000000000001,0.0402439024390244,-5.799999999999999,6
1181,9.8,0.39,0.43,1.65,0.068,5.0,11.0,0.99478,3.19,0.46,11.4,10.190000000000001,0.2116,0.04387755102040816,-8.15,5
1182,10.2,0.4,0.4,2.5,0.068,41.0,54.0,0.99754,3.38,0.86,10.5,10.6,0.7395999999999999,0.03921568627450981,-7.699999999999999,6
1183,6.8,0.66,0.07,1.6,0.07,16.0,61.0,0.99572,3.29,0.6,9.3,7.46,0.36,0.010294117647058825,-5.199999999999999,5
1184,6.7,0.64,0.23,2.1,0.08,11.0,119.0,0.99538,3.36,0.7,10.9,7.34,0.48999999999999994,0.034328358208955224,-4.6,5
1185,7.0,0.43,0.3,2.0,0.085,6.0,39.0,0.99346,3.33,0.46,11.9,7.43,0.2116,0.04285714285714286,-5.0,6
1187,7.0,0.43,0.3,2.0,0.085,6.0,39.0,0.99346,3.33,0.46,11.9,7.43,0.2116,0.04285714285714286,-5.0,6
1188,6.7,0.64,0.23,2.1,0.08,11.0,119.0,0.99538,3.36,0.7,10.9,7.34,0.48999999999999994,0.034328358208955224,-4.6,5
1189,8.8,0.955,0.05,1.8,0.075,5.0,19.0,0.99616,3.3,0.44,9.6,9.755,0.1936,0.005681818181818182,-7.000000000000001,4
1190,9.1,0.4,0.57,4.6,0.08,6.0,20.0,0.99652,3.28,0.57,12.5,9.5,0.32489999999999997,0.06263736263736264,-4.5,6
1191,6.5,0.885,0.0,2.3,0.166,6.0,12.0,0.99551,3.56,0.51,10.8,7.385,0.2601,0.0,-4.2,5
1192,7.2,0.25,0.37,2.5,0.063,11.0,41.0,0.99439,3.52,0.8,12.4,7.45,0.6400000000000001,0.05138888888888889,-4.7,7
1193,6.4,0.885,0.0,2.3,0.166,6.0,12.0,0.99551,3.56,0.51,10.8,7.285,0.2601,0.0,-4.1000000000000005,5
1194,7.0,0.745,0.12,1.8,0.114,15.0,64.0,0.99588,3.22,0.59,9.5,7.745,0.34809999999999997,0.017142857142857144,-5.2,6
1195,6.2,0.43,0.22,1.8,0.078,21.0,56.0,0.99633,3.52,0.6,9.5,6.63,0.36,0.035483870967741936,-4.4,6
1196,7.9,0.58,0.23,2.3,0.076,23.0,94.0,0.99686,3.21,0.58,9.5,8.48,0.3364,0.02911392405063291,-5.6000000000000005,6
1197,7.7,0.57,0.21,1.5,0.069,4.0,9.0,0.99458,3.16,0.54,9.8,8.27,0.2916,0.02727272727272727,-6.2,6
1198,7.7,0.26,0.26,2.0,0.052,19.0,77.0,0.9951,3.15,0.79,10.9,7.96,0.6241000000000001,0.033766233766233764,-5.7,6
1199,7.9,0.58,0.23,2.3,0.076,23.0,94.0,0.99686,3.21,0.58,9.5,8.48,0.3364,0.02911392405063291,-5.6000000000000005,6
